0.5,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,200,0.35,0.7541,0.4781,0.4419,0.0345,29
0.5,0,250,0.3463,0.7517,0.4741,0.4383,0.0345,29
0,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,500,0.5131,0.4382,0.4727,0.2666,0.0345,29
1,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,500,0.5538,0.4117,0.4723,0.2793,0.0345,29
0.25,0,250,0.344,0.7524,0.4721,0.4394,0.0345,29
0.5,0,550,0.5612,0.407,0.4718,0.2584,0.0345,29
1,1,600,0.5643,0.4021,0.4695,0.2496,0.0345,29
0.75,0.5,200,0.3405,0.7537,0.4691,0.4429,0.0345,29
0.75,0.75,600,0.5626,0.4021,0.469,0.2495,0.0345,29
0,0,550,0.5434,0.4114,0.4683,0.2474,0.0345,29
0.25,0.5,600,0.5555,0.4035,0.4675,0.2296,0.0345,29
0,0.5,600,0.5476,0.4072,0.4671,0.229,0.0345,29
1,0.25,200,0.3353,0.7513,0.4636,0.4386,0.0345,29
0,0.5,200,0.3344,0.7539,0.4633,0.4404,0.0345,29
1,0,200,0.3346,0.7485,0.4625,0.4388,0.0345,29
0.5,0.5,200,0.3331,0.7535,0.462,0.4399,0.0345,29
0.5,0.5,600,0.563,0.3893,0.4603,0.2246,0.0345,29
1,0.25,550,0.592,0.376,0.4599,0.2508,0.0345,29
0.25,0.5,200,0.3304,0.7538,0.4594,0.4406,0.0345,29
0.75,0.25,200,0.33,0.7528,0.4588,0.4386,0.0345,29
0.75,0,200,0.3293,0.7526,0.4582,0.4387,0.0345,29
0.5,0.25,200,0.3277,0.7533,0.4567,0.4402,0.0345,29
0.5,0,200,0.327,0.7527,0.456,0.4387,0.0345,29
0.75,0,550,0.5727,0.3785,0.4558,0.248,0.0345,29
0.25,0,200,0.3266,0.7531,0.4556,0.4399,0.0345,29
0,0,200,0.3264,0.7533,0.4555,0.4398,0.0345,29
1,0,100,0.3262,0.7532,0.4552,0.4455,0.0345,29
0.25,0.25,200,0.326,0.7533,0.455,0.4396,0.0345,29
0.75,0,100,0.3258,0.7531,0.4549,0.4397,0.0345,29
0,0.25,200,0.3257,0.7535,0.4548,0.4399,0.0345,29
0,0,100,0.3257,0.7533,0.4548,0.44,0.0345,29
0.25,0,100,0.3258,0.7533,0.4548,0.4401,0.0345,29
0.5,0,100,0.3257,0.7531,0.4547,0.4392,0.0345,29
1,0.5,100,0.3249,0.7541,0.4542,0.4441,0.0345,29
1,0.25,100,0.325,0.7534,0.4541,0.4406,0.0345,29
0.75,0.25,100,0.3247,0.7535,0.4539,0.4415,0.0345,29
1,0.75,600,0.5804,0.3727,0.4539,0.242,0.0345,29
